sentence,hate,category
340 6900 5751 2456 14368 14192 2953 11044,1,entertainment
4231 14204 9899 14878 7078 12691 10204 6158 12019 14204 9899 12119 2357 14022 485,1,entertainment
7667 13463 11929,0,celebrity
12118 11849 13779 4593,1,crime
3043 1429 741 15603 8295 8054 6536 6201 14850 1429 3602 2207 3043 12021 4635 8054 10507 5872,1,crime
12798 10005 4452,1,sports
11742 3706 14072 10248 5634 2291,1,religion
8249 13047 4433 7844 10268 11963 11684 3622 15824 2926 11963 5751 11524 741 15780 14675 4393 12202 7880 11896 1916,1,crime
6512 14616 7916 2940 5559,1,religion
6711 11693 15103 9084 15103 14522 14050 6927 14563 15103 14793 5705 5931 4821 3222 7204 6148 9815 2976,0,entertainment
13423 12376 9874 9417 5384 15082,0,entertainment
12196 9558 5501 8369,1,crime
8807 3401,1,crime
15134 12090 9959 10944 9806 14885 13468 9621 10462 7351 13597 15589 15678 3938 4485 406 10740 2545 14859 11613 3938,0,sports
3700 3498 5962 11789 12766,0,entertainment
11211 1872 10076 13283 8931 1843 8239 11927 1199 12076,0,celebrity
430,1,entertainment
6171 12697 98 7292 12879 13468 5437 12375 12034 8541 11001 7292 12879 6031,0,"Meme, TikTok and others"
7218 11094 12202 13372 13615 15148 15275 12538 10699 6515 15161 11139 11030 15511 9362 10390,1,crime
13047 14440 8800 11063 11170 6540 4951,1,crime
5539 967 6679 11450 8564 9056 7203 10791 12855 11212 14635 15603 485 9111 12533 2178 1815 10848 7678,1,"Meme, TikTok and others"
725 12918 2006 11138 7231,1,crime
9762 6540 13959 10904 3203 13501 13147 9846 11179 2021 1601 8905 13959 2876 10236 464 7159 9313 1299,1,"Meme, TikTok and others"
3739 9129 13497 155 4936 10125,1,"Meme, TikTok and others"
11912 11912 13885 14413 12521 7580 11138 741 8903 5751 7611 7611 4486 15811 639 11138 7580 1315 11589 10050 9504 7570 12388,1,entertainment
3043 8289 7176 10394 7512,1,crime
2667 15103 11102,1,entertainment
1965 8956 939,1,politics
12407 13534 13534 11954 6069 7726 3803 15436 5761,0,crime
5197 11640 4696 13512 14235 11581 9920 1731 8547 8389 1879 4635,1,crime
12118 11849 15836 13552 14724,1,crime
15673 15673 12807 3441 13047 15894 6258 14836 14635 5437 4151,0,religion
5470 14192 2010,1,crime
9049 12063 2067 8814 4410 14306,0,politics
9084 430 12653 12100 4482 9943 7238 9150,1,entertainment
6841 2177 6098,0,crime
12853 1635 9499 1770,1,"Meme, TikTok and others"
170 8640 12828 9256,1,religion
4553 7536,0,"Meme, TikTok and others"
12998 485 13984 10189,0,entertainment
11777 13309 13589 1312 70 5647 193 7381,0,sports
7488,0,sports
15263 12685 9802 11172 3325 4432 9128 6835 5789 4531 6171 5159 11796,0,entertainment
7138 12586 7247 10876 6158,1,sports
10388 7570 10388 44 3585 2942 7143 612 5545 14981 392 7564 15525 15275 13616 2698 5258 11573 6183 3262 2032,0,entertainment
1429 2615 3043 11376,1,sports
10238 464 854 10109 6283,0,politics
4729 5621 9260 2157 295 13286 3545 13312,0,politics
12647 3375 3870,0,politics
12226 1819 15508 9150,1,religion
15297 11853 509 14856 10336 12421 6540,0,"Meme, TikTok and others"
7078 15858 13225 14006 15096 15673 9497,0,religion
12519 5501 15845,1,"Meme, TikTok and others"
7614 8640 1819,0,politics
15144 3190 7007 13889,0,crime
6776 6843 4331 13990 9132 150 5027 8414 7041 10649 8408 6843 4331 11537 7138 6924 5703 8856 9256 15836 14072,1,sports
12118 11630 11963 3602 9435 6158 13761 1819,1,crime
13983 26 2238 14328,1,entertainment
6067 7925 3622 6474 6665 8195 7078 2731 14699 15588 854 3375 13047 8336 15354 6584 13279 8336 9674 12148 10893 939 2882 4294 12208 6718 12797 11794 7528 3815 4133 13065 11794 15432,1,politics
8143 10993,1,entertainment
3509 13933 3733 831 3509 5606 13533 5751 2520 8307 10471 11616 8060 8932 458 13767 11225 3524 5735 3655 11323 12558 1542 1482 5365 15634 14579 8249 10979 7062 1026 11212 13000 6584 14118 1445 796 6640 2023 11001 13990 1481 8638 11655 14652 160 7898 6711 1579 12243 14938 6386,0,crime
12918 594 5989 7570 1850,1,religion
13416 7679 11583 3014 5763 7497 1657,0,crime
4736 5705 10486 12855 13598 3498 2266 6540 10189,0,sports
3578 7231 3555 6816 13590 13504 11400 1819,1,crime
10221 4964 4964,0,sports
11150 5501 464,1,"Meme, TikTok and others"
6393 3203 1591 6492 5191 14066 2418 10708 8541 6036 170 14573 13283 15208 1377 12167 11158 14861 12035 15401 5633 4492 9376 14245 7195 12826 10812 14747,0,religion
12855 3325 7570 7580 15924 13374 15924 7443 7570 5606 6540 12645 7570 7367 5606 6540 7570 13354 3325 14446 7564 10984 702 3404 741 11019 15924 15924 14590 1557 109 15636 3223 1744 199 13490 1023 14481 6521 12727 4736 822 13249 4535 6540 12119 3325 13775 1557 476 11736 14571 15924 14818 6414 1427 1557 9912 15788 12727 10852 11463 5892 14108 11463 5892 2664 11463 8166 1557 3998 1764 7580 9223 3325 12594 6337 1557 10482 1618 13214 10323 12146 13933 7299 11736 10876 265 10288 11329 6414 66 14493 10146 831 8535 8102 7230 1053 11065 66 1850 9229 15154 14481 13521 14572 13218 3235 9732 1658 11893 6317 5027 2613 15327 9504 4639 9233 14369 2613 12521 15825,1,entertainment
4717 9007 12997 7453 11676 5801 14693 6404 13035 15266,0,celebrity
10586 7230 4167 3142 831,0,politics
6844 905 6637 10336,1,entertainment
3043 6797 905 14763 11773 2118 1429 13047 5347 12907 4124,1,crime
12080 861 3203 147 8360 6031 7120 5863 7714 1602 12080 2113 3858 7120 3547 831 14066 6925 11275 7240 425 1487 963 7120 4212 1119 2942 3594 6953 5264 7105 10873 9563 738 10426 8214 10561 8055 4405 14821 12776 12479 4133 8360 3858 5101 3502 15250 10896 10551 11063 2831 14205 8210 1351 1351 9878 5956 2636 6106 8695 3783 7179 5202 10576 5101 14846 11653 4717 782 12031 14859 2786 1374 13475 8695 3783 8927 7105 3594 6632 4532 10293 7273 2936 10264 8412 13547 5599 11138 5101 5569,0,"Meme, TikTok and others"
6571 9313 9301 2118,1,"Meme, TikTok and others"
12521 1229 14192,1,entertainment
14308 2400 15924 15603 9504 7123 12322,1,entertainment
11150 13637 3045 6494 3784 10860 13868 12500 6474 9122 15526 12322 3322,1,crime
15494 9435 12118 7187 6288 7877,1,religion
1429 12836 7138 9942 1205 13651 10359 7882,1,celebrity
4427,0,politics
13547 11849 14214 312 12613 3889 13547 11849 14214 5197 2368 15836 1798 312 741 3341 11757 8608 312 7977 7977 8423 13547 9924 5942 6766,1,crime
7963 2125 14613 11339 2939,1,religion
4986 1661 12553,1,entertainment
3370 11150 1819 5367,1,sports
1429 8143 8054 5790 7726,0,sports
640 430 13047,1,entertainment
994 8404 994 1026,1,politics
3043 8978 2171 5057 2615 11008 1958 7728,1,sports
310 7078 741 4703 850 15 15721 12154 3253 8881 7249 6387 11111 14161 5698 11470 6999 3116 7930 10448 126 8320 6387 11111 14161 8881 7249 15721 1531 6766 13966 6608 1082 13594 7570 8933 3253 11672 5599 3253 7231 11794 12322 375 12283 3733 831 15600 7108 13335 3136 10226 10347 10178 3253 15713 15721 15128 549 9084 3104 11508,0,entertainment
8410 2146 1341 12202 4156 6408 8410 6158 2848 12222 11066 7878 3552 11066,1,sports
1772 10532 15952 14128 9459 8695 6626 474 14444 175 11684 7341 13496 6158,1,"Meme, TikTok and others"
4986 15838 9893 699 7229 8143 9969 12119 15103 485,1,entertainment
4275 8143 11874 14317 13939,0,politics
8143 7791,1,crime
2942 6072 7277,0,"Meme, TikTok and others"
13032 10256 11031 4822,0,crime
295 12750 6540 13312 9301 11968 948,0,politics
13957 3253 5506,0,entertainment
12000 14990 9089 1362 7832 5715 13562 1343 508 11517 10302 10302,0,religion
5486 2118 5241 7655 10336,1,sports
8054 7337 870 7426 13266 2936,0,religion
2848 7669 3203 7242 8885,0,"Meme, TikTok and others"
15583 12037 14136,1,crime
1689 1819 11802 6766 10125,1,"Meme, TikTok and others"
11611 12371 14318 14306 15970 4259 10226 1269 4338 7311 5983 1673 10521 7938 15886 5983 484 15452 13037 1026 2313 9250 11910 7231 15970 5555 8806 7472 1026 11611 4 10357 2836 4259 10226 1269 14 11207 1601 8747 8579 8174,0,celebrity
4742 14635 11044 13216 14724,0,religion
15247 15952 8734 10504 11093 12368,1,"Meme, TikTok and others"
6608 8373 13985 2510 3647,1,sports
7078 26 4141,1,religion
2848 7669 14607 310 622 4602,0,"Meme, TikTok and others"
2419 12352 831 14525 1069 2679 2154,1,crime
3602 2732 430 2916,1,crime
15307 1276 15544 7249 293 2565 10025 11383 7564 10539 12648 7889 14981 4624 5640 6784 7752 1661 7020 10676 5500 4624 2928 10336 6324 5900 4560 4624 5640 12894 3722 6216 7752 8881 15307 15952 14128 3253 14193 5736 14840 10040 5744 193 15952 13272 11138 15952 562 9767 365 2844 7247 7247 14842 365 5191 10676 10565 3253 14193 5736 7752,1,entertainment
12313 8496 13047 11802 8695 3639,0,politics
3050 9230 8369,0,sports
12727 9707 11963 15721 12118 9986 6766 9150,1,entertainment
11298 13423 7819 1460 4986 7229 675 15898 475 3201,0,entertainment
26,1,crime
12185 14822 12962 11359 7626 548 5884 464,1,religion
10449 1442 9264,0,religion
10584 1819 1082 14724 3920 5349,1,"Meme, TikTok and others"
7231 3535 8496 12697 13984 13283 13496 8496 5382 5382 5382,1,crime
12519 15739 493 11535 15472 4223 5113 11376,1,sports
14326 14773 4173 12342 10852 14773 4173 12342,0,politics
7354 12954 6216 5934 8418 464,1,celebrity
12962 1069 12118 9120 741 26 11314 6766 4762,1,religion
15876 7923 9938 581,0,sports
8292 5197 2368,1,religion
11150 4593 1579 15308,1,"Meme, TikTok and others"
14 15336 14 15476,0,entertainment
11789 12766 10743 5839,0,entertainment
10250 10205 7260 2670 567 1770 5283 6062 1343 5574 13520 2873,0,"Meme, TikTok and others"
12519 12118 11849,1,sports
1361 3697 6766,1,"Meme, TikTok and others"
15666 7669 1343 1849 11786,0,"Meme, TikTok and others"
11491 13534 8995 4460 10564 15525,0,"Meme, TikTok and others"
14440 14676 8054 1451 15566,1,entertainment
14055 4595 11063 4915 1269 12236 1495 8715 5849 14055 4595 6883 13990 10125,0,crime
1147 1026,0,politics
4282 14093 8510 15150 10163 14687 9154,1,sports
5197 14075,1,sports
6991 3914 4203 6831,0,politics
5566 8190 1657,0,sports
1026 6693 4025 855 6170,0,celebrity
1704 26,1,"Meme, TikTok and others"
12798 15839,1,religion
12521 13047 14914,1,entertainment
15042 8089 939 13637 3761 12951,1,entertainment
10936 10206 10636 10926,1,politics
738 15580 5114 5348 8662,1,"Meme, TikTok and others"
13587 3963 13047 7570 10263 12396 426 13630 2387 2250 4205 11164 10263 2839 426,1,entertainment
3043 1469 8852 14273 1402 2439,1,"Meme, TikTok and others"
12485 170 14400 8035 11742 10336 9552 14981 6299 9475 10394 3203 11488,0,religion
10018 4717 950 11016 50 15470 9334 7500 11016 13312 8143 11066 11030 12929 663 8190 9030,1,politics
1745 7969 209 4405 14213 6540 6610 1790 13871 7769 3470,0,crime
689 12567 15852 7536 9588 6408,0,religion
10584 1819 8695 610,1,"Meme, TikTok and others"
15836 14072 4669 9052,1,celebrity
6891 6030 5146 10760 10009 14914 7152 5651 9231 12183 15750 4218,1,celebrity
7138 7356 1429 14075 4335 7138 14440 12918 14072 7138 5109 12418 12807 7138 5109 1392 3743 10523 3743 7138 6993 12833 4291 2142 4335 2721 14934 971 7138 7183 14724 14482 7138 7183 4573 7183 750 12828 2368 4335 7138 7837 7138 3981 15782 5626 13983 8449 2941 14771 7138 7813 324 5626 4335 1687 10163 10005 3695 10163 10005 7138 3807 14718 10926 11454 13983 10884 15782 6658 6158 6615 10402 4335,1,"Meme, TikTok and others"
11666 12707 14643 8404 13937 14491 5080,1,politics
7528 15782 7123 11849 6158 3090,1,politics
5999 14015,0,politics
11150 9435 1185 2177 11871 8695 12322 11607 13164 7457 15952 12118 6766 1657,1,crime
14559 12471 11849,0,"Meme, TikTok and others"
430 15913 15096 831 1668 2586,1,crime
9080 5744 11798 9581 8184 14494 9089 15068 5744,1,"Meme, TikTok and others"
7078 7570 9479 4825,0,religion
5532 5508,0,politics
10688 7718 15727 4007 13513 3872 13534 4717 6136,0,politics
12727 13356 566 15103 14784 6516 7231 5808 1776 15103 8320 7605 13423 3733 8798 13356 566 12657 13423 485 6766 8361 13423 3733 8652 15103 13430 13047 485 13732 15103 485 6516 4986 13628 2890 13423 485 14878 6766 2357 15103 12348 5591 2500 2357 15103 14987 11138 13430 13047 485 8322 15103 1269 485,0,entertainment
6393 14859 12118 7187 9150,1,religion
15022 4593 8734 7018 11093 13651 11159 14928 13395,1,"Meme, TikTok and others"
1429 13047 12368 3845 10044,1,celebrity
9909 9296 9283 4166 15525 13324 13942 1819 11632 1176 9113,1,religion
13496 1819 5608 12613,1,entertainment
939 2882,1,"Meme, TikTok and others"
1429 14635 11511,0,entertainment
6759 3963 2731 14522 8443 4203 15603 8750 2429 7138 9089 12586 14413 15144 6288 2429 5284 7138 12586 14413 311 14724 3316 1790 976 15161 8975 3696 14432 2156 1883 26 9084 10022 4350 246 6516 12198 2942 12979 4141 1262 13547 3316,1,crime
3764 5049 3764 9345 12648 1429 7345 9021 14103 11584 3254,0,religion
8887 4485 6868 15096 8379 13986 13729 10051 7980 10799 12475 8077 4920 2769 12336 7231 4731,1,celebrity
14420 13637 13547 8510 15150 6843 6611 6677 15836 594 8136 14103 10912 9324 8346 13547 7007,1,sports
10508 10486 5101 4655 13653 5192 13740 12192 10904 6846 5933 13291 738 11625 11498 7966 3393 8079 11362 13985 15317 1934 788 15225 3614 8123 10573 8214 13758 1657,0,politics
7654 15279 4861 12110 4313 15830,1,"Meme, TikTok and others"
11343 3934 6787 11936 7962 13496 170 430 7570 14699 203 11794 10486 170 430 10337 1458 8692 5606 1227 9968 12076 741 1971 2882 2193 15469 1971 5746 8510 13934 11044 1971 9311 5378 7962,1,religion
4818 8956 6027,1,politics
984 7078 15415 6829 858 6036 14070,0,politics
4128 11968,0,politics
12798 8496 4853 13010 7791 14738 1752 2653 3848 8070 15766 15269 9081 7405 11308 1752 5440 1278 9405 10156 10601 15973 6669 10685 9157 15467 11391 13654 5556 9086,1,celebrity
12602 12118 7187 13164 3696 12941 13283 3119 2751 6465 6095 13423 13216 1657,1,crime
6393 5304 691 3013 13904 1632 12815 6016 14635 11044 13277 6393 5304 691 3013 2446 12193 14827 8666 1790 2623 7293,1,religion
6171 10848 10975 7192 1359 7768 11946 15715 15516 15294 7361 15004 11657 2867,0,religion
11936 2810 7155 15144 8074 1156 1361 764 1104 6397 155 9232 3660 5099 15432 13496 5368 11597 14126 13905 7221 14859 6502 13990 5150 789 12911 11343 2107 7231 13590 15647 10104,0,politics
4597 14635 6738 14187,0,entertainment
7078 9089 7570 2636 7942 12562 854 3375 11543 15852 2602 11321 3012 14055 1653 14306 11044 12512 10294 14095 5496 4877 1704 12120 854 12267,0,religion
7568 5251 1238 9119 15894 7623 11328 12919 15009,0,celebrity
2877 1819,0,"Meme, TikTok and others"
15397,0,crime
13448 12303 5506 7169 11264,0,entertainment
8414 1342 1342 7490,1,crime
10005 13963 13963 12154 5284,1,sports
14607 2411 14794 13047 26,1,politics
4567 14214,1,celebrity
5608 15103 7937 1145 1193,0,entertainment
15099 2875 6911 5019 9150,0,crime
12707 15549 8114 10969 7791 699 7490 15111,1,celebrity
6573 14826 15814 234 11044 3696 3993 3218 13032 11687,0,sports
11849 15569 3602 1425 13278 5230 11026 9584,1,crime
12807 11802 14402 4066 5927 4059,0,politics
495 9615 12233 4579,0,politics
8956 6158 9645 2500 2044 5423 1293 5857 6171 3256 6956 6639,1,politics
15523 5349 11927,0,sports
12033 6512 2337 5205 9150,1,"Meme, TikTok and others"
2204 1046 2629,0,celebrity
236 3334 1920 1429 4141 32 15061 13944 2942 2673 10236 14672 8486 15611 2385 11668 6881 13547 12118 13534 261 14807,1,celebrity
8177 1147 14594,1,sports
12436 7231 464 11458 7573 1268 464 9100 11982 6913,0,entertainment
6373 4770 9044 1900 2687 9591 2362 13468 7570 14234,0,politics
9689 5686 9689 6678 11150 10336 11294 10943 13850 8455 14722 9888 5837 327 3035 907 9206 1544 13047 14635 10948 7078,0,religion
13402 6319 14955 3733 8931 12470 7564 5608 3625,1,"Meme, TikTok and others"
15161 3453 8414 10486 9653,1,crime
1724 10305 14522 1300 8086 8451 10041 357 9381 509 2067 4001 2212 11817 6123 12927 15401 14560 15026,0,politics
8078 1819 3453 170 8994 9196 5569 6626 11044 622 2515 8695 13355 9089 14899 9334 11063 1790 9089 6492 1516 10426 12928 14981,0,religion
4133 12376 12180 1819 12890 14375 9749 11497 11383 7324,1,crime
12376 7230 6283 9092 13740 4257 4958 6283 831 8244 1831 4486 772 15811 6234 12008 4019 9319 13960 14226 4546 11498 5372 5187 9765 1790,0,politics
7078 386 7962 43 2955 14616 14502 15149 5609 14187,0,religion
5495 13312 6759 12118 12522 139 5471,1,politics
12918 11730 481 15021 2636 13999 10845 10840 6987 11706 5733 463 9088 11248 11329 13547 10437 6533 4845 6162 15096 13547 10576 6677 3064,1,crime
11693 3621 13970 7084 4910 5240 4174 5629 8404 12198 9578 14113 8369,0,politics
744 3043 15118 7363 12691 13047 14 6966 8408 14055 3316,1,sports
6474 14267 8142,0,sports
1429 13047 15836 6441 8510 13047 14440 3814 1520,1,celebrity
6547 3360 5197 15280,1,politics
13547 2600 8254 10200 2768 2700,0,politics
6899 5365 1544,0,politics
2615 15846 14573,0,religion
10527 11509 4635 11181 11644 8739 15805 1790 838 11150 10709 7608 1790 6460 1924 6911 15739 8725 2585 11402 12516 12464 1735 10904 13753 9816 11509 5657 9863 920 7229 14981 10168 6522 246 3024 7726 10217 324 3741 5657,1,religion
4381 312 11343 12807 1269 10394 12068 13547 4356 15096 3365 7231 246 2171 9938 9938 15096 15603 246 14574 10178 15603 11030 13590 7687 9236 3365 3365 12807 2636 4284 9938 12348 9369,1,sports
8414 15721 7570 11315,1,entertainment
10640,0,sports
1047 15445 15502 3747,0,politics
9467 6608 7138 14676 10608 10433 1189 3054,1,crime
10590 10590 10590,0,politics
6411 9334 7231 11063 13047 1361 155 6905 12617 10132 7231 14553 13154,0,crime
6991 10005 6876 12225 15583 12118 15782 13759 8815 15782 7843,0,"Meme, TikTok and others"
5931 1661 5851 11001 1514 3761 13218,0,entertainment
14607 4866 12797 9617 14710,0,politics
6158 5138 12613 13170 1790,1,crime
10708 7356 9256 3821 7356 9256 10226 7356 9256,0,"Meme, TikTok and others"
4304 15269 3837 10150 7405 15127 780 445 15269 13644 4859 12346 1732 2692 5397,0,celebrity
10335 8734 12118 15782 9622 13934 8510 6253 904,0,entertainment
6974 4381 3869 2318,1,sports
5751 7230 10049,0,entertainment
9558 7085 13078 1092 4331 430 12782 1092 2768 430 4141 14104,1,crime
6841 8734 12118 6691,0,religion
2246 4159 960 14760 15486 13504 14760 7078 15 640 2 5506 9616,0,crime
3739 13032 11687 12407 11044 7863 12689 1063 7388 12613 1870,0,crime
14607 2411 12019 15532 1787 4469 14915 12750 631 10885 11661 15722 12663 10984 11781 14981 5134 12255 11129 3253 9150 12897,0,politics
14836 11001 7492 3256 6174 2904 9638 6032 12790 14981 10630 11001 1788 13089 13367 7763 3713 2366 5772 14737 2868 360 10064 9555 14981 14836 9892 9299 360 10064 6551 7763 12880 6572 13181 6034 9555 15833,0,religion
6634 13990,0,politics
1770 1770 7247 11540 4930 8795 2515 7716 6518 13047 13101 8815 9150,1,"Meme, TikTok and others"
12918 13242 12449 7742 5405,1,crime
4678 14751 5586 5257 6009 11413 8211 9846 15788 817 5999 11204 1258,1,celebrity
7078 7247 5046 15673 246 13170 13468 10065 8866 138 14074 1581,0,sports
7526 6608 14916,1,religion
7078 12798 10263 12233 15689 2102 310 7078 3104 13468 261 7247 9565 2731 15583 2447 2401 1951 2870 7669 14072 4115 1255 11149 7078 10614,1,entertainment
7138 502 8624 15258 4449 964 1981 1429 6201 9686 2776 15041 741 6958 5246 1429 917 375 7138 12899 5646 7138 2640 139 10274 8629 9021 9437 6201 1935 1429 6201 14690,1,entertainment
10874 2250 6171 6798 13055 14981,0,celebrity
15836 246 3579 6914 9127,1,entertainment
4242 12869 674 11687 15520 7605 15852 10022 9023 8123 1273 12119 14635 10874 13543 15911 2805 7966 13047 15338 7966 4595 11066 15654 349 13105,0,entertainment
11376 6158 9230,1,sports
5722 4524 12546 14019 7290 12922 14306 7535,0,crime
14033,0,sports
8662 7204 1177,1,"Meme, TikTok and others"
6991 8271 6225 1308,0,"Meme, TikTok and others"
13441 4550 15111 4850 606 1026 14310 11791 7410 4830 1790,0,celebrity
9755 3006 5437 3025,0,crime
42 7363 6603 944 7843,0,"Meme, TikTok and others"
13496 14573 2852 12118 14648,1,religion
13440 4484 753 2855 6064 1433 6640 1591 11458 48 1591 6227 14819 373,0,politics
1429 13047 14075 2764 4465,1,"Meme, TikTok and others"
8881 15842 13047 26 7017 15721 2667 12621,1,entertainment
3935 10689 3935 5104 14627 9409 5984 8705 987,0,entertainment
6158 4493 10784 11158 4761 6608,1,religion
15842 2713 14139 12135,0,entertainment
14440 755 967 13937 1324 15976 8298 9989 9225 7782 13937 15332 11968 3142 15788 967 13547 14620,1,"Meme, TikTok and others"
14066 2113 9115 1416 7993 8567 284 5927 3687 13536 11710,0,politics
12206 502 7289 6158,1,sports
10411 5511,0,crime
4417 10568 14352 9869 4836 7602 14464 5856 10376 13428 13485 7522 981 5803 10077 376 15609 15867 11051 10998 1754,0,celebrity
9704 8585,0,politics
2652 831 10289 13031 5420,0,crime
1816 14483 14981,0,politics
2244 5945,0,religion
11044 2204 14121 11070 2251,0,celebrity
4626 8238 9373 9205 9056 4936 3382,0,crime
15349 8143 11913 11197 10721,0,sports
7910 1770 3253 7570 12198 13954 1250 891 3253 1973 3748 14343 1138 11687 3253 3253,0,crime
6158 2023 12857 13752 13026 15739 2891 8760,1,"Meme, TikTok and others"
12519 8734 12118 13243 13072 14693,1,religion
3896 5501,0,crime
10163 14013 11368,1,celebrity
4115 7615,1,sports
3896 5274 5274 9334 1324 15125,0,crime
15144 14946 10415 11310 1713,1,crime
13944 7231 9912 1790,0,crime
2286 5786 10546 260 13359 2500,1,entertainment
2748 4641 8368,0,politics
13823 2122 4011 4677,0,celebrity
15485 2356 13047 13773 1790,0,celebrity
6512 14861 11164 831 15600 2053 12940 11567 11150 1819 11794 15721 15600,1,entertainment
2204 1026 7231,0,celebrity
5460 11343 7231 11188 1429 9186 9021 2184 2970 228 1933 1348 9067 14666,1,crime
10412 15099 9155 6317 2088 14440 15924 14982 373,1,entertainment
10178 3934 10005 2306 11287 13496 3934 10005 9092 13328 7570,1,crime
2246 2246,0,sports
3043 14681 15004 5157 1343 15004 5157 14104,1,"Meme, TikTok and others"
4115 670 3843 11338 10225 10879 4174 6843 6267 8510 10222 4469 9449 7365 5365 9448 14574 8702 5956 5272 1026 6418,1,celebrity
7231,0,religion
14349 9020 7404 1743 9912 13780,1,"Meme, TikTok and others"
3539 6540 11693 11166 250 8717 8571 1694 15674 6540 9301 831 889 10869,1,politics
430 13032 11607 15525,1,crime
15247 2766 464,1,entertainment
15836 9154 6350,1,religion
12958 3589 15741 1443 7382 12118 6766 8083,0,sports
13396 8190 11607 3253 8502,0,sports
15836 12855 14147 5625 3869 12410 14635 5740,1,sports
5204 3002 3253 1343,0,entertainment
5514 741 13233 8268 5101 6821,0,"Meme, TikTok and others"
14187 7078 1591 2982 10157 15469 13359 11093,0,religion
3869 2589,0,religion
15836 14072 7663 5504 5209 2422 12339 5648 9150 5504 12191 4653 56 1790,1,crime
598 8956,1,politics
5642 2882 6171 11150 11294 11150 6271,1,"Meme, TikTok and others"
9684 14192 14561 13651 15404 7247 7247 6843 15868 11366 12805 8668,1,entertainment
15354 14635 13197 15957 8988 7231 9732 9058,0,religion
1026 3584,1,celebrity
7078 11791 12893 14534 7777 8685 11458 5666 11458 5437 9578 3325 9261 12974 8542 4377 1583 4930 9162 6266 562 9274 7570 7648 2312 8172 11385 433 6879 3404 14187 7078,0,politics
13504 5197 4122 5501 464 13390 11991 4482 7211 4409 5501 15730 11533,1,crime
8414 13990 264 11968 8988 1432 13122 11327 1398,1,crime
13324 3454 14736 4121 3454 11208 9334 3777 10362 4635,1,religion
3602 5173 6177,0,crime
1429 13047 13668 10246 2220 1591 6837,1,"Meme, TikTok and others"
14066 3734 14399 590 6540 15019 2770 5086,0,celebrity
1429 12345 13047 6091 8084 5197 10096 6538 4256 11284 15095 13709 5003 11480,1,celebrity
4133 14860 15721 7088 640 1474 10149,1,entertainment
2311 14769 13924 8022 13463 11219 13430 13703 13047 14534 13731 10951 2318 14981,0,celebrity
6513 11205 11938 6317 14904 2474 7675 1343 8699 1325 304 15603 8564 8249 3844 10088 8699 11894 7550 4840 5860 741 15096 13371 13371 10066 12090 6513 1186 3453 8608 7590 741 3360 13061 9952,0,entertainment
1429 13047 15538 4870 7570 1429 5622 4835 12691 1811 1819 1429 9863 831 15241,1,religion
10590 12918 5501 464,1,crime
7138 10246 12807 12850 9439,0,sports
13619 13425 10926 3867 11849 14919,1,politics
8997 9149 15804 6699 3228 8667 13590 2425 8190 4284 11172 11607 13966 3228 13144 7655,0,politics
10688 939 14689 7457 12807 8695 2113 9978 94 6158 9645 8059,1,politics
10580 9957 3314 10580,0,"Meme, TikTok and others"
3147,1,crime
1890 5101 4736 13423 5213 1301 11658 5694 13423 15117,0,"Meme, TikTok and others"
7078 15924 7166 12795 13502 1300 8008 2308 9061 6796,0,entertainment
1924 6911 12272 14617 4815 6512 7754,1,religion
6393 4717 7139,1,religion
1595 10226 11924 6948 11072 13616 310 14981 12382 4568 3739 15856,0,crime
15814 392 15211 1819 13192,1,sports
7570 11874 4840 13468 1850 9343 6694 6540 3739 4170 14178 10677 2113 13038,0,"Meme, TikTok and others"
10425 7042 7138 13427 12067 6949 13047 12202 1269 12348 4635,1,"Meme, TikTok and others"
12918 6540 544 11150 9466 7231 14676 4817 6089 544 2664 12918 1417 8714 14359 13524 2966,1,crime
6492 14145 509 4190 3300 689 7570 4716 15096 10394 1790,0,religion
191 1591 2856 880 9632,1,entertainment
14172 2753 13216 2586 15075 15482,0,crime
10718 1614 11478 6966 13547 6342 11093 5599 9114 8032 11284 8576 8032 8776 831 4815 5435,1,religion
6512 14072 8054 2996 6795 10005 6975,1,religion
4629 3981 8695,1,politics
9521 996 8552 13047 3316 13886 6393 14019 7290 2508 10745 4586 2487 6171 1661 437 5648 10426 724 12928 11368 1790 11791 6154 3178 11998 7105 5049 228 7292 12879 12768 4446 10226 8603 10479 8790 11791 7105 2669 12192 12616 12968,0,religion
15 15603 14680 13637 9558 13637 3373 4115 6988 6850 10005 5956 9092 6492 5260 11244 6843 5709 464 5599 9092 14268 7791 11164 13479 6393 13449 1232,1,religion
15834 295 12750 6540 854 10109 4991 9653 4141 13312,0,politics
13908 9772 13411 5160 7669 9049 12029,0,sports
854 10552 15851,0,politics
11653 3940 548 5309 4759 1082 9148 8657 10589 2611 10448 6966 9148 6847,0,crime
12918 5325 6335 8838 14864 246 9092 1400 3498 2890 15673 250 9812 11027 7726 26 12318 7570 13267,1,entertainment
14976 8619 7586 464 11044 10935,0,sports
3256 1423 6843 11321 1191 6656 14981 2419 3370 11150 4340 7547 14654 15603 9776 9014 9014 12807 7993 228 5642 6843 14981 6711 6516 12183 7231 6711 4919 1790,1,religion
352,1,politics
2066 696 2362 1680 2362 8868,0,"Meme, TikTok and others"
14093 14613 4146 3498 8500 9154,1,sports
2515 2838 7057 7889 13047 2343 13346 2706,1,crime
9205 10363,0,entertainment
