sentence,hate,category
আঁখি আলমগীর হলো ভদ্র পতিতা,0,"Meme, TikTok and others"
ভুতের বাচ্চা :-D :-D,0,celebrity
কোন ছুদাউরির ছাত্রলীগে নুর ভাইরে হামলা করে। ফাটাইলিমুনু,1,politics
আজিবন আনলিমিটেট ফোনইমু সরাসরি রিয়েল সেক্স সার্ভিস আমি নয়ন ভাই আমার কাছে অসংস্য সেক্সী ভাবি আছে আমি নয়ন সওদাগর ভাই,0,"Meme, TikTok and others"
ভাই চামচা গুলার এইরকম করার কারন টাকা আর কিছু নাহ,0,sports
বাংলাদেশে পাঠাবে মদি কে পুটকি মেরে মাইরালাব বাঙালিরা,1,"Meme, TikTok and others"
বেকবকিনা অন্য লোক আসে তোমারা নিয়ে যা তোমাদের দল ছলার লোককিনেই তাহালে বিএনপি তোমাদের দল ছলাল,0,politics
দুইটায় গান্ডু 😂,0,politics
আপনার মতো পা চাটা কুকুররা শান্ত থাকেন দেশে শান্তি থাকবে,1,celebrity
তুই তো নিজেই সব খুলে দিছা স্যারের দোষ কেমনে থাকবে,0,crime
পাপন মাদার চোদ তরে যদি চুতা দিয়ে পিটাইতে পারতাম,1,sports
আসলেই ওনেক সুন্দর বিটিভি তে দেখেসিলাম তাও কতো কষ্ট করে লুকিয়ে লুকিয়ে আসলেই ওইদিন গুলা ওনেক সুন্দর ছিলো 😂😂,0,entertainment
ডাঃ তসলিমা অন্তত কিছু রোগী সেবা করো দেশে এসে,0,"Meme, TikTok and others"
শালা পাপনকে হাতের কাছে পেলে কি যে করবো নিজেও জানিনা। আজ থেকে বাংলাদেশের খেলা দেখা বাদ দিলাম।।,1,sports
পাপান তুই শেশ মাদার চোদ,1,sports
তুই কুত্তা,1,religion
দুধের মাঁছি।,0,celebrity
নারীবাদী শুয়ারের বাচ্চারা কই খানকির পোলারা এখন কই গেলি তোগো মাইরে চুদি আমি। তোগো জন্য মুখ ভালো রাখতে পারিনা। মোচয়ালা টাকলা সালাদের টিভি পর্দায় চাপাবাজী কই গেল,1,crime
তালি এক হাতে বাজেনা ডিসির বৌ ডিসিকে চুদতে দেয়না এটা বড় কারন। একজন পুরুষ মানুষ না চুদতে পারলেই এই আকাম করে। অনেকে আমাকে অসভ্য বলতে পারে কিন্তু আমি খাটি বাংলা ভাষায় কথা বলছি। দেশে সেই রকম ভালো মানের পতিতালয় নেই পুরুষরা একজন আরেকজনকে পুটকিমারা ছাড়া কিভাবে যৌনতা মেটাবে আমার জানা নেই। যে বিষয়টা বলার জন্যে আমি কমেন্ট লিখতে চেয়েছি। সেটা হলো মেয়েটি একটা বেশ্যা এতে সন্দেহ নাই। কথায় আছে যেদিন থেকে নারী বাইরে পা দেয় সেদিন থেকে খানকির খাতায় নাম লেখায়। মেয়েটা বার বার কেমেরার দিকে তাকাচ্ছে লক্ষ করলে বুঝা যাবে। এটা একটা ফাঁদ ডিসিকে বিপদে ফেলার একটা সাজানো খেলা।,1,crime
শালায় মাল খায়া টাল হয়া গেছে,1,religion
ঐ নারির ও বিচার করা দরকার তাহলে অন্য নারিরা সটিক বাবে চলবে,0,crime
আমার মনে হয় সাকিব আল হাসান ঘুষ না নেওয়ায় পাপনের অনেক বড় লস হয়েছে🙄 তাই পাপন এই কাজ করেছে 😊😊😊 শালা ঘুষখোর পাপন 🤪🤪,1,sports
ওরে সামনে পাইলে বোঝাইতাম এতে মানুষ না জানোয়ার ওকে ফাসি দেয়া দরকার,1,"Meme, TikTok and others"
মুসলার গুদ,1,"Meme, TikTok and others"
কউয়াকে দুইটা পাখা দেওয়া দরকার সে যেন গন গন সিংগাপুর যাইতে পারে। কা কা।,0,politics
"আ*দা গর্তযোদ্ধার মুখে এইসব ম্যা ম্যা ডাক আর কেউ শুনতে চায় না,বমি আসতেছে তোর লেখা দেখে। 😒",1,celebrity
বাংলাদেশে জাতীয় দলে জুয়া মদ মাগিবাজি পরিচালনাকারী মধ্যে ভরা।এজন্যই দলের এই পরিনতি। জিম্বাবুয়ে মত দলটা ধংস হয়ে যাবে।বেশির ভাগেই ম্যাচে ফিক্সিং হয়।লাভ হয় জুয়াখোরদের,1,sports
ফুটবলে উন্নয়ন দরকার।ক্রিকেট বাদ দেন।ক্রিকেট অনেক লাইক করতাম।সালারপুতদের নাটকে আর ভালো লাগের না।,1,sports
ঐ ডিসি হলো বড় জানোয়ার ঐ মহিলা তো হলো ওর লাল ওসার শিকার,1,crime
ফাটাও সালা 🤣🤣🤣🤣,1,crime
দেশটা পাপনদের মতো মানুষ চুদে দিলো,1,sports
এরে জবাই করে দে কেউ,1,"Meme, TikTok and others"
সব আবাল আর মাগি,1,entertainment
আমাদের প্রধানমন্ত্রী কে বলছি দুরত্ব ফাসির রায় কাজকর্ম করা হক।এইসব কান্না দেখে ভাংগে পরবেন না,0,crime
মাদারচোদেরা হাসান কই,1,entertainment
তাহেরী হলো আসল ভন্ড,0,religion
"নডিরপুত🐸🐸 কমেন্টে আয়, রেণ্ডীমাগিরপুত।🐸🐸",1,celebrity
ভাই দেওয়ান পুটকা বাগীকে যে মানার সে আল্লাহর চাইতে বেসি মানে আর যে মানে না সে দিনের পরে যে পুটকির চিপার বাল ফেলেনা ঐবাল দিয়েও মানেনা ।আমি মনে করি আপনার ফলোয়ার দের মাঝে এমন পাবলিক নেই যে কিনা এই পুটকার মুরিদ । এই সব মানুষ রুপি ইবলিশ তাড়াতে দেশের পরিচালনা করে এমন প্রধান লুকের দরকার ।,1,religion
নাহিদ পাগলা।তুই হাত মার হাত মারলে মানুস হবি।।পাগলু।।ভারাত এর সোনা৷ চাটা৷ কুত্তা,1,sports
জনাবা বেগম খালেদা জিয়া আমাদের দেশের মা।। আর কাউয়া তো গু। খায়।।।,0,politics
ছিঃছিঃ,0,religion
@ এডমিন -পাবলিক কমেন্ট গুলা এই পেজ এ পোস্ট হওয়ার আগে এডমিন কর্তৃক filtering হওয়া উচিত ! নতুবা অনেক কুরুচিপূর্ণ লোকের বাজে কমেন্ট পেজ এর পবিত্রতা নষ্ট করবে বা ইতিমধ্যেই করছে ! যেহেতু এই সব কমেন্ট স্যার এর চোখে পরার সম্ভাবনা আছে তাই এই বেপারটা আমাদের খেয়াল করা উচিত !,0,celebrity
পাপন জোয়া চোর কেসিনিও পাপন নিয়া আসছে,1,sports
হায়রে কাট মোল্লারা,0,religion
ওপুযে পাগল আর হিন্দুদে যে হারাম খাওয়া জায়ে আর ভোট চোর কারা জনগনকে জানে আর জনগনকে ভোট দিবারদে চোরকে তখন বুজা চোরে মা বড় গলা দিনে ভোট রাতে দেছ আবার বড় বড় কথা আর আয়মিলিগে হারাম খাওয়া জায়ে,1,politics
খানকি মাগি,1,crime
পাপনকে পাগলা কুত্তা দিয়ে খাওয়া করা প্রয়োজন ক্লাবগুলোকে কেসিনো বানানোর মূল হোতা হচ্ছে পাপন তাকে আগের এরেস্ট করার প্রয়োজন ছিল,1,sports
আমার মনে হয় পাপন সাহেব ঠিকই বলছেন।😍তিনি দেশের ক্রিকেটের উন্নতির জন্য সব কিছু করে যাচ্ছেন।তবু ও কেন সাকিবতামিমমাহ মুদুল্লাহ রা এরকম দাবি জানাচ্ছে??? বিষয়টা খুব বেশি করে গবিড়ে যাওয়া দরকার।আমি সত্যি দেশের ক্রিকেটকে অনেক ভালবাসি 🇧🇩😍,0,sports
বর্ষার গেন্জির আনারস দেখে মধুপুরের আনারস চত্তর এর কথা মনে পড়লো,0,entertainment
ছেলেটা কে মারার পিছনে এ মেয়েটার হাত ছিল কেননা যে ছেলেটা এই ছেলেটা কে মারছে তার সাথে অনেকগুলো ভিডিও সোশ্যাল মিডিয়াতে এসে গেছে ওর অনেক গুলো ফটো ভিশন মিডিয়াতে এসেছে আর একটাতে এমন ভাবে দেখা গেছে যে সেই ছেলেগুলাকে কেক খাইয়ে দিচ্ছে এবং ছেলেরা ওকে কেক খাইয়ে দিচ্ছে এবং কি তার হাজবেন্ডের সাথে একটা ফটো দেখা গেছে যে পোশাক গায়ে দেওয়া ও সেম টু সেম পোশাক দেওয়া ওই ছেলেটা যে ছেলেটা ওই ছেলেটার সাথে একটা সেলফি দেখা গেছে তার মানে মেয়েটার বিয়ে হওয়ার পরেও ছেলেটার সাথে অবৈধ সম্পর্ক ছিল তাই তারা ষড়যন্ত্র করে তার হাজবেন্ডকে মারার পরিকল্পনা করছে কেন নাম মেয়েটা প্রথম বলছে যে ও ছেলেটা তাকে ছেড়ে সানি খুতবা ওর সাথে কোন রিলেশন নাই বা বিয়ে হয় নাই তো বিয়ে যদি না হয় তাহলে এখানে কাছে নিজে একটা অফার অফার অফার টা কোথায় থেকে আসে এক দ্বিতীয় নাম্বার হচ্ছে তোমার যদি ওর সাথে যদি কোন রিলেশন নাই থাকে তাহলে এখানে ফাটা কিভাবে আসলো যে কে খাইয়ে দিচ্ছে এবং কি তোমাকে খাইয়ে দিচ্ছে দ্বিতীয় কথা হচ্ছে মেয়েটা সেম টু সেম পোশাক গায়ে দেওয়া তার হাজবেন্ডের সাথে আছে এবং ওই ছেলেটার সাথে সেলফি তদন্ত করে আইনের আওতায় আনা উচিত কেননা গ্রুপটা যে মেয়েটা হেল্প করছে কেন না যতক্ষণ পর্যন্ত নিজের ঘরের একটা সদস্যের সাথে মিলিত না থাকে ততক্ষণ পর্যন্ত সুর কখনো আরেকজনের ঘরে এসে চুরি করতে পারে না কেননা নিজের ঘরের মানুষ শামিল থাকলে তখন সঠিক কাজটা করতে তখন হিম্মত করে এবং কি ও আসানিসে সহজ ভাবে চুরি করতে পারে আমি যেটা বুঝতে পারলাম এই কাজে ব্যবহার মেয়েটার ঠিক আছে ভালো করে তদন্ত করে দেখেন আপনারা এই মেয়েটার এখানে হান্ডেট পার্সেন্ট সিওর মেয়েটার দোষ আছে,0,crime
কাসমেরী মেয়েরা হিনদূদের সোনা কেটে দিবে,1,"Meme, TikTok and others"
? থেকে,0,crime
তোর মারে আমি চুদি,1,"Meme, TikTok and others"
তারে এখন মন্ত্রী বানাও সব কিচ্ছা শেষ হয়ে যাবে মন্ত্রিত্ব হারিয়ে এখন ঐক্য বাঁচার জন্য শেখ হাসিনাকে ইঙ্গিত দিতেছে,0,politics
তুই যদি ইন্ডিয়ান হতিস তো এতো দিন তোর আগুনে পুড়িয়ে হত্যা করতুম,1,"Meme, TikTok and others"
ও মাগি তই একটা মাগি তোর মা ও কি মাগি চিলো,1,"Meme, TikTok and others"
তার মুখে ছু ছু করতে ইচ্ছে করছে আমার,0,entertainment
সাখা চৌধুরি একজনি তার কোনো জোড়া নেই সে আমার খুন পছন্দের নেতা,0,"Meme, TikTok and others"
এই কুকুর টাকে পুলিশে দেন,1,"Meme, TikTok and others"
আপনাকে আর দোচার টাইম নাই। আপনাকে স্যালুট। 🖕🖕🖕,1,celebrity
রানুদির আজও সতভাগ মানসিক শক্তি ঠিক নয় কথা কিছু টা এলোমেলো,0,"Meme, TikTok and others"
জয় চোদাচুদির জয়,1,crime
দাঁড়িওয়ালা শালায় একটা মাদারচোদ ওরে কিভাবে বিচারক হিসাবে আনা হলো রাজ বাদে সবার ব্যবহার বাজে।,1,entertainment
ম্যাচ ফিকচিং করার কোনো দরকার ছিলো না রে ভাই,0,sports
জামালপুর ডিসির কথা মনে পরে গেল 🤪🤪🤪,0,sports
জাফর ইকবাল বাগধারাটির অর্থ সময়ে সময়ে এত বদলায় কেন!!!,0,celebrity
স্যার আপনার নুনু গোড়াত কাটি দিলে সোজা হইলেন হয়।,1,crime
"স্যার তথ্য এরিয়ে জান কেন??? আমি আপনার লেখাটাকে আর একটু পরিষ্কার করে দিচ্ছি সেইটা হচ্ছে জামায়াত ইসলাম ৯৬ সালে আওয়ামী লীগের সাথে জোট ছিলো সেইটা তোহ একবার বললেন নাহ,আর জামায়াত ইসলামী এর বর্তমান নেতারা কেউ ই তখন রাজাকারের দায়ে জেলে ছিলো নাহ তাদের বিরুদ্ধে তখনকার সময় এর একটা মামলা ও নাই,আর গর্তে কে ছিলো সেইটা আরেকটু মনে করিয়ে দেই যুদ্ধের সময় একজন ২০ বছরের টগবগে যুবক যুদ্ধ না করে কোন গর্তে লুকিয়ে ছিল তা আপনার ভাই হুমায়ূন আহমেদ তার বইতে লেখছেন  আর কারা নির্বাচনে থাকবে না থাকবে এইটা ঠিক করবে জনগণ,আপনি নাহ জনগণ যদি জামায়াত ইসলাম কে না চায় তাহলে ভোট দিবে নাহ আর চাইলে ভোট দিবে আপনার এতো জনপ্রিয়তা নির্বাচন করে জয়ী হয়ে দেখান তোহ দেখি পারেন নাকি?? নিজের জনপ্রিয়তায় তোহ ইউনিয়ন পরিষদের চেয়ারম্যান ও হইতে পারবেন নাহ",0,celebrity
দুরো হালা তাসকিন,1,sports
আললাহ শয়তান থেকে আমাদের কে হেফাজত করেন,0,religion
এ বিডিও টি দেখলে নিজের মনকে শান্তনা দেবার ভাষা থাকেনা। কতটা নিষ্ঠুর মানুষ হতে পারে এত গুলো মানুষ কি করে দাঁড়িয়ে দেখছে রিফাত কে কুপানো অতচয় তারা চাইলে সবাই মিলে একসাথে রিফাত কে বাঁচাতে পারত। তানা করে যে যার মতো বাচার চেষ্টা করল আর জানোয়ারের মতো তাকিয়ে রইল। একটু চেষ্টা করলে আজ অকালে মরতে হতোনা রিফাত কে। অনেক কষ্ট হয় রিফাতের জন্য চোখের পানি চলে আসে নিজের অজান্তে। আল্লাহ যেনো রিফাত কে জান্নাত বাসি করে।,0,crime
আল্লাহ আপনে এমন সন্তান কে হেদায়েত করুন,0,"Meme, TikTok and others"
ওর চোখ দেখেই তো বোঝা যায় লুচ্চা 🤭🤭🤭🤭,1,crime
আর কতবার বলবো <br />আজকের ক‍্যাডার<br />আজকের দাপট আর<br />ঠেকাও মাস্তান<br />এই তিনটা ছবি দিন please please please<br />ভাইয়া,0,entertainment
এই অবৈধ জারজ সন্তানের দল নয়ন বন্ড কি পাঞ্জাবি গায়ে দিছিলো?,1,crime
যত দ্রুত সম্ভব ফাঁসি কার্যকর হোক । এদের মতো নর পিশাচ অত্যাচারী গোটা বিশ্বে বিরল। ফাঁসি তে তো কষ্ট কম। রাফির মতো জানোয়ার গুলো কে কেরোসিন ঢেলে আগুন ধরিয়ে দেয়া দরকার ছিল । এদের মধ্যে কাউকে করুনা বশে ছেড়ে দিলে বাংলা দেশের জনগণের কপালে আরও দুর্ভোগ ঘনাবে। তাই কালতিবিলম্ব না করে ফাঁসি র কাজ শেষ করা হোক । রাফি র জ্বলন্ত আত্মার চিরশান্তি লাভ করুক ।,1,crime
এই দাড়িওয়ালা শালাকে দেখে মনে হয় কয়েক বছর গোসল করে না অত একটা নেশাগ্রস্ত হাফ পাগল,1,entertainment
কুকুরের বাচ্চা কবরে গেলে জাহান্নামে যাবি,1,religion
হালা ভন্ড পীর তাহেরি,1,religion
পাগল ছাগল দাড়িওয়াল কই বাড়ি পাবনা পাঠান,0,entertainment
ডিপজল ফেইল,0,sports
তুইতো একটা বাইচোদ,1,sports
নিপুন একটা খামতি খারাপ মাইয়া,1,entertainment
ছিতল হাওয়া,0,entertainment
সেরা নায়ক আমির খানের নতুন ছবি চাই,0,entertainment
একটু হলুদ একটু মরিচ রোস্ট টা হয়েছে করা ।। অনেক অনেক ধন্যবাদ তাহসিন ভাই,0,entertainment
ভন্ড তর মারে চুদি,1,religion
হিন্দু মাগীকে কুত্তা দিয়ে চুদাতে হবে,1,politics
কি সুন্দর আমাদের দেশ অফিসে নারি নিরজাতন করে কুকুরের বাচচারা জারজ,1,crime
আজাহারি খুব ভালো,0,religion
ইনশাআল্লাহ বিচার একদিন হবে,0,politics
আপনাদের ওপর শরম লাগে এখানে মারছে আর আপনি ভিডিও বানাচ্ছেন,0,"Meme, TikTok and others"
এনারসি চায় না,0,"Meme, TikTok and others"
এই সব জানোয়ারদের সমাজের সামনে তুলে ধরা উচিত যাতে এদের দৃষ্টান্ত মূলক শাস্তি হয়,1,"Meme, TikTok and others"
ভন্ড বক্তা খানকির পোলা,1,religion
বাংলার মাটির মানুষ মিজানুর রহমান,0,religion
স্যার আপনি সার্কাজম বোঝেন না *_* আপনি মালকোভার কাছে যান :( :(,0,celebrity
দুরু গাজা কুত্তার ছাওয়াল,1,religion
তুই একটা মালাউন,1,entertainment
সালা হারামির বাচ্চা তুই উজানির ময়দান ঝাড়ু দেয়ার জগ্যতাও তর হয় নাই ছাগল,1,religion
মিন্নি মাগী ও সাথে জড়িত কি একমত?,1,crime
বিচারক কি বাংলাদেশে অভাব রয়েছে কি সব ফালতু নোংরা টাইপের প্রতিবন্ধীদের বিচারক বানিয়েছে 😂😂🤣🤣 একজন মানুষের সাথে কি ভাবে আচরণ করতে হয় সেটি বিচারক নামের প্রতিবন্ধীরা মনে হয় ভুলে গিয়েছে একজন মানুষ কে বিনা দোষে অপমান করা কোনো মানুষের অধিকার নেই,1,entertainment
বেগম জিয়া ছিলো পাকিস্তান এর রাতের খাওয়ার তাহলে কি ভাবে ওনি বাংলাদেশের প্রধানমন্ত্রী হোন ওনি তো পাকিস্তানের প্রধানমন্ত্রী হওয়ার কথা তোদের বেগম জিয়া যেমন ম্যাগি তোরাও ম্যাগি,1,politics
চোদানি তোই একটা মাগি বিয়ের আগেই চোদা চোদি করছ মাগি তোদের মতন মাগিদের জন্য জাতীয় দলের খেলোয়ার রা ভাল খেলতে পারেনা,1,sports
খানকি মাগিরে কুত্তা দিয়ে চুূদামু,1,religion
অরজিনিয়াল ভাবে ওবায়দুল কাউয়া,0,politics
ডাঃ জাকির নায়েক এর সকল ইসলামী কাজ চালু করে দেওয়া হোক আমিন,0,"Meme, TikTok and others"
তুই যদি তর নিজের মাকে না চুদছ তাহলে আল্লাহর কাছে দায় থাকবি,1,entertainment
সালা কুত্তার ছেয়ে ও অধম,1,"Meme, TikTok and others"
পাপন কবিতাহেইইই নাম আমার পাপনক্যাসিনো ছাড়া ত্রিভুবনে নেইকো কিছু আপন।চিন্তায় আমায় নইকো কিছু ক্যাসিনো আর জুয়া ছাড়াআমিই এখন ক্রিকেটকে দিচ্ছি হোগা মারাযতই তোমরা গালি দেও যাবো না বোর্ড ছেড়েআমার মতোই যাবো আমি ক্রিকেটের হোগা মেরে।,0,sports
সাধারণ ছাত্রছাত্রীরা বুঝে গেছ আপনি কার পা ছাটা কুকুর।  আপনি হড়হড় করে বমি করবেন কিন্তু ছাত্ররা আপনার মুখে মুতে দিতে ড্রোন নিয়ে রাউন্ড দিচ্ছে।,0,celebrity
সাকিব না খেল্লে কি হবে হালারপো তোরা আস্তা গাদা।।সাকিব কি হয়ে গেছে এমন ও একটা বেয়াদব।।বাব দেখায়,1,sports
তোমাদের মত মিডিয়াকে না জুতা খাওয়ায় দেওয়া দরকার বাদ দিয়ে দিবা এসব ফালতু জুতো দিয়ে মারতে মারতে মেরে ফেলবো,1,"Meme, TikTok and others"
বেয়াদপ নামবার ওয়ান তুই দুই দিনের ছেলে ভালো মন্দের কি বোজস,1,religion
ভাইয়া আপনি একটা জিনিস লক্ষ করছেনমিন্নি বার বার নয়ন কে টানা টানি করছেও একবারো রিফাত ভাইয়া একবারো বাঁচানো চেষ্টা করেনি বা ওর সামির পাশে যায় নিঅন্ন্য যারা ছিলো মিন্নি তাদের একজন কে ও ধরেনি শুধু নয়ন ছাড়ামিন্নি নয়য় কে নিয়েই ব্যাস্ত,0,"Meme, TikTok and others"
আপনি বোধহয় এই দেশের লোকনা !,0,celebrity
খানকিক পোলা মাইয়া গ কে বানাই ছে জাজ,1,entertainment
মামুন ভাই আপনাকে হিরোর পার্ট নিলে আরও ভাল হতো । কিন্তু আপনাকে এই পার্টে আপনার ভক্ত হয়ে আমি আমার মানতে কষ্ট হচ্ছে।,0,entertainment
খুব সুন্দর একটি কিচ্ছা ভালো লাগলো ধন্যবাদ দাদা। হিরো কাজিম,0,crime
রাসুল সঃ বলেছেন “আমার মৃত্যুর পর আমার নামে অসংখ্য মিথ্যা বিষয় প্রচলিত হবে এবং যে আমার নাম দিয়ে মিথ্যা প্রচার করবে সে জাহান্নামে নিজ আবাস তৈরী করবে” বুখারী মিশর ম সংখ্যা পৃ থ খন্ড পৃঃ তিরমিযী ‌ থ খন্ড পৃঃ ইবনে মাযাহ ম খন্ড পৃঃ ভণ্ড মুফতী। আল্লাহ্‌ আমাদের এই সকল ভণ্ড পীর থেকে হেফাজত করুণ। আমীন।,0,religion
চুতমারানির পোলারা ভিডিও হইছে মিনিট হইছে মিনিট চোদাস কা,1,crime
আমার ছোট সাহেবের মুখেও দাড়ি আছে ! তাই তো কামাই না!,0,religion
এই মহিলাকে বাস দেৱা হক,0,crime
ইমাম বুখারী সম্পর্কে ওর ধারণা আছে??? ও বোখারী শরীফকে নিয়ে মন্তব্য করে।,0,religion
রিমান্ডে নিয়া গরম ডিম পাছা দিয়া ডুকালে মিনিট লাগবে সব কিছু বলতে জাস্ট মিনিট,1,crime
তাদের যে বেতন বাংলাদেশ হিসেবে অনেক বেশি দেশের মাটি ছাড়া কোথায় এমন কি এনে দিয়েছে,0,sports
চারটাই নাস্তিক,0,religion
তোমাগেরভুদায়কত্তোওরষ,1,"Meme, TikTok and others"
আমার মতে মুন্নি শরীফ এই খুনের সাথে জড়িত আছে কারণ মুন্নি বলছে অস্ত্রের ভয় দেখিয়ে কি যেন একটা সাদা কাগজে সই করিয়ে নিয়েছে নয়ন কেন ও তো একটা শিক্ষিত মেয়ে পড়ালেখা জানে ওকে তো সাধু বলতে পারিনা কোন পড়ালেখা জানা মেয়ে না জেনে কোন সাদা কাগজে সই করবে না আবার অন্যদিকে কাজী সাহেব সাল ওদের বিয়ে হয়েছে এবং কাবিননামা দেখাচ্ছে তাহলে কি আমরা ধরে নিতে পারি না মুন্নির কথা এবং কাজী সাহেবের কথার মাঝখানে কিছু একটা সত্য লুকিয়ে আছে এই সত্য টা পুলিশ প্রশাসনকে অনুরোধ করবো আপনারা ঘেটে দেখুন এইখানে কিছু একটা সত্য পাওয়া যাবে,0,crime
ও এস ডি ও এস ডি মারাও হগ্গলে বাল ডা মানে কি সেইডা কও না ক্যা,1,crime
ভন্ডা মাগির দালাল,1,religion
মিথিলা কে বাংলাদেশে ডুকতে দেওয়া হবে না কারণ সে খোটা মুসলিম জাতির কলংক হিংদু কে বিয়ে করচে সে একটা মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি,1,entertainment
দেওয়ান বাগী কুকুরের বাচ্চা,1,religion
শয়তানের বাচ্চা রে জুতা দিয়া পিট,1,sports
ভিডিও ধারণ করা ভাইকে অসংখ্য ধন্যবাদ এবং প্রসাশনকে,0,"Meme, TikTok and others"
ধন্যবাদ ভাই অসাধারণ রোষ্ট,0,religion
আর খতিয়ে দেখার কি আছে🤣🤣সব তো পরিষ্কার আর বাইঞ্চুদ ডিসি এখনো বলতেছে যে এটা সাজানো ভিডিও🤣🤣,1,crime
মাগির পুয়া,1,sports
শালা তুই গিবতকারী,0,religion
অই মাদার চোদ কে ফাশি চাই,1,crime
মাদারচুদ তর মার বুদা দিয়া তরে ডুকায়া দিমু,1,"Meme, TikTok and others"
ভূতের বাচ্চা জাফর ইকবাল,1,celebrity
বাল ফালাইবো সরকার দুইদিন পর সব ঠিক ক হয়ে যাবে।,1,crime
দুখখে আর কি বলবো এগুলা হাস্যকর,0,religion
ভন্ডের বাচ্ছা ভন্ড,1,religion
"সাব্বির বেড বয় না,গুড বয় ওকে নিন্দকের দল",0,sports
ভাই একটি ভিডিও প্রচুর ফেসবুকে শেয়ার হচ্ছে পাপন নাকি জুয়া খেলে কিছু কিছু খেলে শালা মাদারচোদ খানকির পোলা ওই সাকিবের জীবনটা শেষ করে দিয়েছে অনেক ভালো মানুষ ছিল তো খারাপ হলো কিভাবে আমাদের দেশের সাংবাদিকরা তাদেরকে সাংবাদিক বললে ভুল হবে কেননা আপনার ভিডিওটা কেউ প্রচার করে না♦♥♠♣,1,sports
মুসি ভাই কি বিশ্বকাপ জিতল নাকি,0,sports
লিস্টের সবার কমেন্টে হাহা দিতে আসছি । এক বালের পোস্ট পড়িনাই। তো আমারে কি বাস চাপা দিয়া মাইরা ফালাবে?😭😭😭,0,celebrity
প্রথম ৫ টাই ছিল একটা নিদৃষ্ট দলের প্রতি টান। এর ভিতর ১/২ টা থাকলে আমি উনার সাথে একমত হতে পারতাম। বা তিনি কথা গুলো নির্দলিয় ভাবে বলতে পারতেন।,0,celebrity
আমি আলেমদেরকে কিছু কনক আলমদের গেছে বলছেন আপনি নিজে একটা দালাল,0,religion
আমি অ গলায় ফাঁস দিয়ে মারতে পারতাম জুদি আমার,0,religion
সত্যিই দারুণ ছিলো? ভালো লাগালো।,0,entertainment
চার জন শুধু জন নাস্তিক হলেও একজন মামুনুল হকও যথেষ্ট ।,0,religion
তুই সালা তাড়াতাড়ি মরবি তুই যে কথা বলছোছ তর মা-বাবা মরার কথা বলতে তর মুখে একটু বাচবো না! সালা ব্যানচোদ,1,sports
মিন্নি রিফাত ভাইরাক ছিলো প্রিয়া সাহা তার জায়গা নিলো প্রিয়া সাহাকে সবাই ভুলে গেলো কল্লাকাটার উদ্ভব হলো কল্লাকাটা থেমে গেলো ডেঙ্গু মশা জন্ম নিলো ডেঙ্গু মশার দিন শেষ ডেলে দিই বাংলাদেশ রুমে ছিলো এসি আড়ালে ছিলো সিসি আহারে বেচারা ডিসি দেশবাসী দিচ্ছে ছিঃ ছিঃ,0,crime
দেওয়ানবাগীর জন্মের ঠিক নাই । এই দেওয়ানমাগী একটা মাদারচুত। যারা দিছে তারা সবটি মাদা ত । একটা লাইক দেওয়া মানে দেওয়নবাগীর পু কি দিয়ে ট্রেন ডুকানোর সমান।,1,religion
হাই ওয়ান রোবেল,0,sports
তোরে কে চোদে রে....?,1,celebrity
খানকি মাগীর পুলারা তোদের মা আর বোন দের দিয়ে এসব নাটক করাতি।,1,entertainment
সব কয়জন আমার শালা শালি,1,entertainment
সালায় বলে নায়ক হা হা,1,"Meme, TikTok and others"
কোনো কথা না সামনে পাইলে খালি জুতা পিটা করা,0,religion
বেয়াদব ছিলেন,0,"Meme, TikTok and others"
বুদ্ধিজীবি হলেই যে তার মাথায় বুদ্ধি থাকবে এমন কোন লজিক নাই। তবে আপনার মাথায় বুদ্ধি আছে এটা আমি সিওর;তা নাহলে কি ৭১ এ গর্তে লুকায়া জীবন বাঁচাতে পারতেন🐸🐸,0,celebrity
যাই হোক মেয়েটা সব খুলতে পারলো কিন্ত চুল ঢেকে রেখে দিছে😂,0,crime
এই মাগির পুরা পরিকল্পনা মাগির বোদার বিতরে গরম ডিম দেওয়া উচিত একটা ফুলের মত জিবন নসট করলো মিনির পাছার ভিতরে বাস দেওয়া উচিত,1,crime
এটা বেশ্যা পাড়া?,0,religion
"বালের দালাল, এক কঠিন ভাদা..",1,celebrity
মুশফিক ভাইয়ের কাছে আশা করছি ছেলেটাকে মাফ করে ওকে কিছু যেনো না করে।।,0,sports
"জাফর স্যার তো দেশের প্রথম সারির লুইচ্চা সারাদিন মেয়েদের বিছানায় পরেই থাকে,,,আর রেন্ডিয়ার কুত্তাদের দালালি করে",1,celebrity
তাহারী তকে কি কিছু করছে নাকি না তর মা সাথে কিছু করছে মাগির ঘর মাগি তর মারে চুদি,1,religion
হতভাগা ছেলেটা জানতেও পারলোনা তারি ভালবাসার মানুষ টা এর পেছনে ছিলো,0,crime
ঐ শালির বেটি কি একজনের জন্য ষোল জনের ফাঁসি হচ্ছে।ফুরিয়ে মারছে যে দেখছ নাই,1,crime
এই জালিমরে আমার সামনে পেলে ইচ্ছে মত পিটাইতাম,0,"Meme, TikTok and others"
অপু উকিলের শাউয়াদিয়া মানকছুদেওয়া হোক,1,politics
শালা তুই বেয়াদব,1,religion
